Number,StreetAddress,City,State,StateFull,TelephoneNumber,TropicalZodiac,CCNumber,FulColor,Occupation,Company,Centimeters,Kilograms
1828,1082 Pooz Street,Bayville,NJ,New Jersey,732-267-7705,Leo,4539894113947145,black,Legal nurse consultant,Irving's Sporting Goods,160,94
1829,4415 Findley Avenue,Oberon,ND,North Dakota,701-798-9208,Leo,4929585464529361,dark skinned,Automotive engineer,Las Vegas Yard Management,164,54.7
1830,4283 Fleming Street,Montgomery,AL,Alabama,334-412-8328,Sagittarius,5417779523420748,dark skinned,Computer support specialist,Cala Foods,163,52.7
1831,4454 Rocky Road,Philadelphia,PA,Pennsylvania,215-680-8591,Taurus,4929572295181562,black,Technical communications specialist,Practi-Plan Mapping,166,87.5
1832,4792 Cambridge Drive,Wintersberg,AZ,Arizona,623-393-6311,Gemini,5461762093166581,black,Quality auditor,Paul Harris,169,82.5
1833,3784 Oakmound Road,Chicago,IL,Illinois,773-202-7102,Libra,4929371469526607,black,"Crushing, grinding, and polishing machine setter",Highland Appliance,161,93.1
1834,4862 Poplar Lane,Miami,FL,Florida,305-507-3740,Capricorn,5473417548600934,black,Social science research assistant,Bumper to Bumper Auto Parts,165,68.8
1835,1866 River Road,Colorado Springs,CO,Colorado,719-491-1540,Libra,5161779251617737,black,Television camera operator,Bombay Company,179,109
1836,4721 Black Oak Hollow Road,Sunnyvale,CA,California,408-705-1800,Gemini,5475726262388858,white,Executive administrator,John Plain,175,50.2
1837,3606 Cliffside Drive,Binghamton,NY,New York,607-481-4289,Cancer,4556949580803987,black,Mail clerk,Prospa-Pal,167,93.4
1838,1153 Aspen Court,Cambridge,MA,Massachusetts,617-395-2499,Virgo,5178128678238928,white,Control room operator,The Polka Dot Bear Tavern,160,90.2
1839,3376 Grasselli Street,Conway,NH,New Hampshire,603-447-2870,Pisces,5115037697603044,black,Instructional designer,Strategy Consulting,178,106.4
1840,2399 Golden Ridge Road,Albany,NY,New York,518-312-3412,Aquarius,4929384254492299,black,Respiratory nurse,Budget Tapes & Records,152,68.9
1841,4855 Hill Haven Drive,Coper Cove,TX,Texas,254-290-2803,Taurus,5188343490263008,black,Manpower development manager,The High Heelers,171,62
1842,482 Jefferson Street,Virginia Beach,VA,Virginia,757-680-6576,Sagittarius,4.9161E+15,black,Research chef,Strongbod,159,69.6
1843,337 George Street,Ocala,FL,Florida,352-457-1744,Taurus,4532804836623318,black,Maintenance and repair worker,Just For Feet,169,100.7
1844,4753 Travis Street,Vero Beach,FL,Florida,772-569-8930,Aries,4916959029347566,white,Manufactured building and mobile home installer,Kleinhans,158,57.2
1845,348 Pretty View Lane,Windsor,CA,California,707-838-2807,Sagittarius,5289951401535955,black,Occupational health nurse,Total Yard Management,180,95.7
1846,2351 Settlers Lane,Corona,NY,New York,917-835-2458,Aries,5372364901416742,white,Cost engineer,Mr. Clark's Appliances,157,79.3
1847,2356 Pursglove Court,Dayton,OH,Ohio,937-262-0413,Gemini,4485628837163694,black,Commercial and industrial designer,Asian Junction,153,87
1848,2700 Byrd Lane,Albuquerque,NM,New Mexico,505-228-2351,Pisces,5271235007742722,white,Financial controller,Exact Solutions,166,107.6
1849,184 Private Lane,Albany,GA,Georgia,229-338-9822,Sagittarius,5.26271E+15,black,Brokerage clerk,The Lawn Guru,188,74.4
1850,946 Valley View Drive,South Boston,MA,Massachusetts,617-670-4761,Taurus,5.53345E+15,black,Customs agent,Solution Answers,172,61.3
1851,3750 Holt Street,Miramar,FL,Florida,561-306-3992,Taurus,4916246454357694,dark skinned,Tour escort,Block Distributors,165,53.3
1852,328 Barnes Avenue,Cincinnati,OH,Ohio,513-624-5952,Gemini,5468717023351086,black,Coder,The Flying Hippo,158,69.2
1853,2781 Neville Street,Sunman,IN,Indiana,812-623-6614,Scorpio,4485947717167975,black,Parole officer,Whitlocks Auto Supply,173,54.6
1854,4868 Lakewood Drive,North Bergen,NJ,New Jersey,201-869-9957,Capricorn,5213152523299114,black,Bulldozer operator,Rich and Happy,169,83.5
1855,2024 Mattson Street,Forest Grove,OR,Oregon,503-357-9468,Gemini,4916001688427874,dark skinned,Enrobing machine operator,Team Uno,154,95.2
1856,3781 Lunetta Street,Wichita Falls,TX,Texas,940-882-8733,Virgo,5329676005041082,white,Sailor,Mervyn's,160,64.9
1857,3884 Aaron Smith Drive,Quarryville,PA,Pennsylvania,717-786-6413,Virgo,4532558117372397,dark skinned,Gaming services,Mr. Steak,163,59
1858,3631 Martha Ellen Drive,Schurz,NV,Nevada,775-773-6120,Gemini,5361573502560483,white,Private accountant,Price Savers,167,105.6
1859,1445 Hart Ridge Road,Bay City,MI,Michigan,989-313-1566,Scorpio,4539321545300511,dark skinned,Dressing room attendant,Montana's Cookhouse,162,102.5
1860,1398 Melm Street,Winter Park,FL,Florida,386-960-5024,Capricorn,4929824083594914,dark skinned,Personnel training officer,Standard Brands Paint Company,168,103
1861,482 Franklee Lane,Philadelphia,PA,Pennsylvania,484-497-5311,Virgo,5.43255E+15,white,Head hunter,Pro Star,161,77.1
1862,464 Rosewood Court,Faribault,MN,Minnesota,507-338-5335,Scorpio,4532694893939768,black,Chemist,Sports Town USA,160,80.1
1863,1286 Heather Sees Way,Mcalester,OK,Oklahoma,918-715-4203,Aries,4556922797373045,white,Instructional assistant,Smitty's Marketplace,170,55.2
1864,853 Liberty Street,Plano,TX,Texas,214-822-8187,Leo,4532537050360189,dark skinned,Lift truck operator,Netcore,167,52.8
1865,4852 Ferry Street,Huntsville,AL,Alabama,256-812-9012,Aries,5236292443808959,black,Armed Forces,Zany Brainy,162,69.5
1866,3025 Little Street,Carrollton,OH,Ohio,330-627-9420,Capricorn,5347087827632959,black,Speech-language pathologist,Britling Cafeterias,176,93.3
1867,1913 Oakmound Drive,Buffalo Grove,IL,Illinois,773-406-4993,Aquarius,4556383831803739,black,Automotive engineer,Jackhammer Technologies,174,85.5
1868,2277 Chapmans Lane,Toadlena,NM,New Mexico,505-789-8325,Cancer,4716924129865216,black,Human resources generalist,Zephyr Investments,186,115
1869,3495 Williams Mine Road,Gambell,AK,Alaska,907-985-3427,Capricorn,4532117105789094,white,Time clerk,Ideal Garden Management,167,90
1870,125 Lochmere Lane,New Haven,CT,Connecticut,860-470-3811,Leo,5394730598014681,black,Broadcast field supervisor,Forest City,165,89
1871,4350 Masonic Drive,Billings,MT,Montana,406-630-3280,Scorpio,4532919053850103,black,Organic chemist,Handy Andy Home Improvement Center,184,107.7
1872,3097 Lamberts Branch Road,Boca Raton,FL,Florida,786-743-8103,Aries,4916595451275378,dark skinned,Smoke jumper,Stratapro,160,63.6
1873,1360 Clement Street,Atlanta,GA,Georgia,404-431-1886,Cancer,4556964614763511,black,Precision printing worker,Mission You,171,102.8
1874,436 Kuhl Avenue,Atlanta,GA,Georgia,678-720-7037,Aries,5383862543251499,black,Electronics repairer,Wellby,177,86.3
1875,779 Seth Street,Miles,TX,Texas,325-468-6188,Taurus,4929482922918511,dark skinned,Rock splitter,Gov Mart,183,101
1876,3843 Bicetown Road,New York,NY,New York,917-369-0127,Cancer,4556745469533327,white,Blood bank technologist,Al's Auto Parts,159,67.1
1877,4118 Kerry Way,Los Angeles,CA,California,562-707-3504,Aries,4.53998E+15,black,Aircraft cargo handling supervisor,White Hen Pantry,180,77.1
1878,3728 Hemlock Lane,Brownsville,TX,Texas,956-541-1228,Capricorn,4929056863691921,black,Physical metallurgical engineer,Omni Tech,156,59.9
1879,2083 Stoney Lonesome Road,Pittston,PA,Pennsylvania,570-397-6281,Gemini,4532126214319065,white,Singer,FamilyMart,161,87.6
1880,3969 Colony Street,Wallingford,CT,Connecticut,203-232-2640,Virgo,4916301756523905,dark skinned,Esthetician,Al's Auto Parts,170,56.4
1881,147 Settlers Lane,Brooklyn,NY,New York,917-839-3119,Libra,5496151795068965,white,Radio and telecommunications equipment repairer,Dun Rite Lawn Maintenance,163,78.8
1882,3024 Rainbow Drive,Canton,OH,Ohio,330-454-2665,Libra,5242998928036864,black,Utility meter reader,The High Heelers,171,102.7
1883,232 Viking Drive,Sugar Grove (Fairfield),OH,Ohio,740-746-1031,Capricorn,5.35798E+15,black,Cruise ship worker,J. Riggings,164,79.9
1884,1880 Feathers Hooves Drive,New York,NY,New York,631-715-6075,Leo,4539007010032677,black,Chemical technician,Witmark,167,69
1885,996 Joyce Street,Mobile,AL,Alabama,251-721-9187,Capricorn,4916598010632287,white,"Forest, conservation, and logging worker",New World,166,94
1886,409 Leo Street,Washington,PA,Pennsylvania,724-223-0547,Libra,5434076325479405,dark skinned,Obstetric sonographer,Big Daddy's Restaurants,174,71.9
1887,4828 Leverton Cove Road,Chester,MA,Massachusetts,413-354-5476,Gemini,4716750037327878,black,Bridge and lock tender,Kohl's Food Stores,183,96.8
1888,739 Petunia Way,Tuscaloosa,AL,Alabama,205-750-1358,Virgo,5534118413992532,black,Finance manager,Wealth Zone Group,178,81.2
1889,3922 Richland Avenue,Porter,TX,Texas,281-359-0959,Gemini,5454553015302001,black,Contract cutter,Gold Touch,179,87.3
1890,2743 Lyndon Street,Bethlehem,PA,Pennsylvania,610-758-5637,Cancer,5461084976034137,white,Psychiatric nursing assistant,Gino's Hamburgers,173,65.9
1891,4185 Lonely Oak Drive,Monroeville,AL,Alabama,251-593-1538,Pisces,5478551052665399,black,Direct care worker,Nobil,153,85.9
1892,538 Terry Lane,Orlando,FL,Florida,321-251-8230,Leo,4485352988274586,white,Sorter,Red Baron Electronics,160,79.4
1893,1177 Cantebury Drive,Garden City,NY,New York,646-549-7695,Pisces,4.53247E+15,black,Horse trainer,Auto Works,169,60.6
1894,2570 Taylor Street,Mount Vernon,NY,New York,914-699-3039,Pisces,5302887893169601,black,Geriatric nurse,Littler's,164,64.5
1895,3841 Kooter Lane,Charlotte,NC,North Carolina,704-378-6741,Leo,4716904318885381,black,Case management aide,Gamma Realty,190,98
1896,1972 Villa Drive,South Bend,IN,Indiana,574-532-6942,Pisces,5.57997E+15,white,Staffing and assignments coordinator,Crown Auto Parts,162,81.3
1897,3447 Nickel Road,Alhambra,CA,California,626-751-6602,Aries,5378549897957311,dark skinned,Engineering and natural sciences manager,Vitamax Health Food Center,178,56.3
1898,4204 Lodgeville Road,Minneapolis,MN,Minnesota,612-251-0057,Taurus,4485545641958855,dark skinned,Sewage treatment plant operator,Cloth World,155,97.5
1899,4863 Railroad Street,Iron Mountain,MI,Michigan,906-232-1490,Libra,5177617248660679,black,Blockmason,First Rate Choice,184,73
1900,1347 Adams Avenue,Frederick,MD,Maryland,301-619-5380,Leo,5248436192129366,black,Bookkeeping clerk,Gino's Hamburgers,172,80.9
1901,3723 Stiles Street,Bridgeville,PA,Pennsylvania,412-601-8130,Sagittarius,5.42982E+15,dark skinned,Training assistant,Thompson,178,88.3
1902,498 Haul Road,Dublin,CA,California,650-924-8791,Pisces,4532952421331464,black,Signal and track switch repairer,Golden Dawn,169,84.4
1903,3422 Hill Croft Farm Road,Sacramento,CA,California,530-452-7291,Cancer,5311439529740675,black,Stereotyper,Rickel,183,98.8
1904,4579 College View,Collinsville,IL,Illinois,618-671-3931,Libra,5521527483767647,black,Accounts receivable clerk,Nobil,169,66.6
1905,1059 West Fork Drive,Fort Lauderdale,FL,Florida,954-489-6622,Pisces,4929499765777507,dark skinned,Osteopathic doctor,Lum's,169,93.3
1906,2600 Derek Drive,Youngstown,OH,Ohio,330-398-0936,Sagittarius,5.32261E+15,white,Payroll assistant,Adray,166,54.3
1907,4710 East Avenue,Gilbert,AZ,Arizona,480-258-0086,Leo,5201173743068141,white,Payroll specialist,National Record Mart,164,80.9
1908,97 Late Avenue,Clinton,OK,Oklahoma,580-780-6992,Cancer,5260641817597672,black,"Treatment, storage, and disposal (TSD) worker",Alexander's,186,95
1909,3336 Morris Street,Victoria,TX,Texas,830-262-9296,Capricorn,5.42526E+15,white,Desktop publishing editor,DGS HomeSource,172,75.8
1910,2064 Mandan Road,Gerald,MO,Missouri,573-764-6680,Aquarius,4916576140227228,white,Journalist,Montana's Cookhouse,170,77.7
1911,2282 Johnson Street,Raleigh,NC,North Carolina,919-807-5175,Libra,4929091791358343,black,Professional sports scout,Honest Air Group,173,64.9
1912,2750 Gnatty Creek Road,Brentwood,NY,New York,516-438-0907,Libra,4556687669847448,dark skinned,Budget analyst,GEX,157,95.9
1913,4149 Benedum Drive,Middletown,NY,New York,845-313-0537,Scorpio,5144542153839938,black,Gerontology aide,Buena Vista Garden Maintenance,172,74.5
1914,4497 Midway Road,Springdale,AR,Arkansas,479-460-5559,Virgo,5317170133638401,black,Clothing designer,Midwest TV & Appliance,167,83.2
1915,922 Nickel Road,Los Angeles,CA,California,626-610-1374,Pisces,4539195297572265,black,Web developer,Sammy's Record Shack,182,81.5
1916,2924 Fleming Way,Richmond,VA,Virginia,804-669-3731,Taurus,4929867575051042,black,Nursing aide,Nedick's,155,79.9
1917,3939 Tenmile,Oceanside,CA,California,760-222-1956,Aries,4532746819154433,black,Floor broker,The Wall,178,77.1
1918,1492 Adamsville Road,Pharr,TX,Texas,956-702-1166,Pisces,5252561867518321,dark skinned,Broker,Great American Music,157,58.3
1919,3636 Woodland Avenue,New Orleans,LA,Louisiana,985-772-7851,Scorpio,4556430477653769,white,Human resources coordinator,Tam's Stationers,167,71.1
1920,3477 Augusta Park,Flemington,WV,West Virginia,304-739-1626,Libra,4539097032876094,dark skinned,Entomologist,Desmonds Formal Wear,159,100.1
1921,1439 Catherine Drive,West Fargo,ND,North Dakota,701-281-6838,Gemini,5261301765665067,black,Data coder operator,Smitty's Marketplace,165,59.5
1922,3651 Snowbird Lane,Cedar Bluffs,NE,Nebraska,402-628-8124,Capricorn,5178843442743397,black,Costume designer,Prestigabiz,155,94.7
1923,4946 Tyler Avenue,Miami,FL,Florida,305-355-8715,Taurus,5272142672268182,white,Log debarker,Rickel,163,85.3
1924,3621 Snowbird Lane,Fairbury,NE,Nebraska,402-729-4220,Aquarius,4532327775843242,dark skinned,Perioperative nurse,LaBelle's,185,77.1
1925,3749 Bailey Drive,Cedar Rapids,IA,Iowa,319-450-6056,Sagittarius,4485476921157614,black,Marketing manager,HouseWorks!,174,82.5
1926,3980 Kessla Way,Charleston,SC,South Carolina,843-296-4560,Gemini,4485252095235829,black,Home health aide,Ransohoffs,163,68.2
1927,284 Jones Street,Fort Worth,TX,Texas,817-541-1686,Pisces,5379037546854591,black,Computer operator,MacMarr Stores,168,77.8
1928,546 Broad Street,Birmingham,AL,Alabama,205-540-4721,Aquarius,5441115123862676,black,School and college counselor,Muirhead's,177,70.5
1929,371 Elsie Drive,Londonderry,NH,New Hampshire,603-996-6482,Scorpio,4532267574746453,dark skinned,"Compensation, benefits, and job analysis specialist",Bettendorf's,183,87.3
1930,4212 Stout Street,Lancaster,PA,Pennsylvania,717-305-2293,Capricorn,4532934043825453,black,Pamphlet binding worker,Kragen Auto Parts,162,66.4
1931,242 Nicholas Street,Topeka,KS,Kansas,785-231-2541,Libra,4485598811994028,dark skinned,Engineering technician,Dick Fischers,168,82.1
1932,1220 West Street,Grand Rapids,MI,Michigan,616-713-4855,Cancer,5513619998574277,dark skinned,Convention services manager,John Plain,188,91.2
1933,3942 Fieldcrest Road,Bay Shore,NY,New York,631-859-0862,Virgo,4.71685E+15,black,Airport service agent,Total Yard Maintenance,166,101.4
1934,3099 Browning Lane,Otego,NY,New York,607-988-6013,Scorpio,5295681072164072,white,Sociocultural anthropologist,Hollywood Video,172,51.6
1935,863 Lords Way,Memphis,TN,Tennessee,731-793-2764,Pisces,4916483375778654,white,Office aide,John M. Smyth's Homemakers,156,100.6
1936,4277 Glen Falls Road,Plymouth Meeting,PA,Pennsylvania,215-840-1833,Libra,5144518870945935,black,Groomer,Wickes Furniture,176,111.8
1937,883 Orchard Street,Minneapolis,MN,Minnesota,952-836-5017,Virgo,5421545488442959,white,Elevator mechanic,Circuit Design,162,69.2
1938,261 Heather Sees Way,Tulsa,OK,Oklahoma,918-763-0192,Cancer,5550887400273804,white,Data typist,Great Western,165,77.4
1939,3653 Swick Hill Street,New Orleans,LA,Louisiana,985-205-1035,Gemini,4916314882012388,black,Mail processor,Custom Sound,161,91
1940,3373 Par Drive,Santa Barbara,CA,California,805-770-5868,Cancer,5533672551157069,white,Fence erector,Mr. D's IGA,162,55
1941,1003 Parkview Drive,Anaheim,CA,California,714-236-0195,Capricorn,5312546948685106,dark skinned,Gaming investigator,Profitpros,170,51
1942,3511 Benedum Drive,Middletown,NY,New York,845-344-6175,Sagittarius,5434478417897611,black,Biological technician,Playworld,178,78.6
1943,4421 Wildwood Street,Boardman,OH,Ohio,330-717-3411,Gemini,4485580000088796,white,Pilot,Harmony House,168,57.8
1944,4978 Mutton Town Road,Portland,WA,Washington,360-713-1061,Taurus,4485794085474827,black,Ceramic engineer,Pro Star,159,64
1945,2687 Bingamon Road,Cleveland,OH,Ohio,440-471-7942,Aquarius,5508389646042237,dark skinned,Claims investigator,Lafayette Radio,169,102.6
1946,4183 Marshall Street,Baltimore,MD,Maryland,410-630-4193,Scorpio,4532395177840058,white,Professional scout,Idea Infinity,162,60.4
1947,4420 Jennifer Lane,Cary,NC,North Carolina,919-456-7641,Aries,5472436560240529,black,Business administrator,Profitpros,182,70.8
1948,71 Libby Street,Los Angeles,CA,California,310-284-7472,Aries,4916739811507811,black,Administrative supervisor,American Wholesale Club,182,72
1949,4648 Ripple Street,Gaylord,MI,Michigan,989-732-6992,Gemini,5574639379670276,black,Service technician,H.C. Bohack,183,98.9
1950,4291 Cook Hill Road,Stamford,CT,Connecticut,203-515-0696,Taurus,4929465228091554,white,Cutting and slicing machine operator,W. Bell & Co.,162,104
1951,1410 Melm Street,Maitland,FL,Florida,386-968-4166,Aquarius,4532880384127274,black,Worker compensation coordinator,Audio Visions,168,78.4
1952,2529 Sussex Court,Hamilton,TX,Texas,254-386-6245,Sagittarius,5.36149E+15,dark skinned,Woodworker,A. L. Price,156,82.1
1953,3289 Goosetown Drive,Suit,NC,North Carolina,828-644-9081,Taurus,5221619409806089,black,Biological technician,Practi-Plan Mapping,188,113.6
1954,3257 John Avenue,Lansing,MI,Michigan,517-885-3264,Virgo,5345261852535526,dark skinned,Handymen,Source Club,156,71.3
1955,4826 Wyatt Street,Boca Raton,FL,Florida,561-394-3025,Aquarius,5487332014165284,black,Ticket clerk,Star Merchant Services,157,99.1
1956,4853 Cinnamon Lane,San Antonio,TX,Texas,210-855-0386,Taurus,4556426315511409,dark skinned,Wildlife biologist,Newmark & Lewis,180,88.8
1957,3695 Carriage Court,Lake Isabella,CA,California,760-379-2488,Taurus,5361434794740798,black,Golf course architect,Adaptabiz,187,79.4
1958,363 Terra Street,Silverdale,WA,Washington,360-308-5192,Gemini,5449129192626476,black,Electrical inspector,Environ Architectural Design,154,49.7
1959,2943 Goldcliff Circle,Washington,DC,Washington DC,202-593-3305,Virgo,5335223714065557,dark skinned,Automotive glass repairer,K&G Distributors,183,75.4
1960,3213 Sampson Street,Denver,CO,Colorado,303-603-9402,Taurus,4716863552741462,white,Publicity writer,K&G Distributors,154,76
1961,1364 College View,Clay City,IL,Illinois,618-676-8047,Cancer,4532721124883992,white,Palliative care nurse,Creative Wealth,167,51.3
